"starts off with a wonderful yorker first up and goes up in loud appeal. Shake of the head by the umpire and Jason Holder has <b>gone up for a review</b>. Ultra-Edge confirms no bat.Pitches on middle, swings in late, and <b>it's taking out leg stump</b>. What a start for West Indies! Wicket off the first ball, and it's Martin Guptill, the man who hit 237 against them in the 2015 World Cup quarterfinal"
"full toss second ball outside off, stroked easily through cover, and a bit of comical fielding by Brathwaite. He was running after the ball and dived <b>too early</b> with the ball still away from him! Ends up sprawled on the ground with the ball running away from him, until Shai Hope scrambles and picks it up. To no avail - they have run four!"
"good length, patted to midwicket"
"signs of aggression, comes on the front foot to this one outside off to flick it in the air to deep square"
"short ball outside off, he stays beside the ball and goes up on his toes to guide it to third man"
"fuller on the pads, tucked away but straight to midwicket"
"<b>wham</b>. A few steps down and Taylor pulls this across the line disdainfully to the deep midwicket boundary. You felt that shot was coming, with Taylor growing a bit impatient"
"nicely timed straight drive, more of a push, very straight, but mid-on dives and saves"
"starts off with one very full one outside off, driven fluently - but once again straight to the fielder."
"length ball on off, come son the front foot and uses his wrists to flick it to deep square"
"good length outside off, steered to point"
"<b>smashing cut</b>. Given room outside off, and too short, Kane twirls his bat in a pleasing arc to send this to the point boundary"
"good length on off, gets his bat down in time to jab it to mid-on"
"driven uppishly, but bounces well in front of mid-off. Full ball outside off"
"short ball outside off, doesn't rise enough and Taylor absolutely lays into that pull shot, sending the ball screaming to the midwicket boundary"
"goes fuller now and on the stumps, patted back to the bowler"
"good length, nipping in on middle, clipped off his pads to mid-on"
"length ball on the pads, easily tucked to deep square"
"fuller on off, walks into the drive but plays it with soft hands to mid-off, so they can get the single comfortably"
"length ball coming into him, patted down close to him on the legside for another single"
"full toss on middle stump, punched off the inside half, on the bounce to mid-on"
"length at off stump, blocked solidly on the front foot"
"length and just outside off, jabbed on the rise to cover"
length and staying low on a middle stump line. Shuffles and flicks to deep square's left
short of a length outside off and a handsome punch off the back foot. Finds cover though
"length and just outside off, allows it to come on and opens the face to deflect to third man"
"length on leg stump, flicked to midwicket"
"length on leg stump, flicked to deep square with the angle"
length and slanted in at leg stump. Plants the front leg across and flicks to deep midwicket's left
"<b>shot!</b> Oh he's properly in now. Full ball outside off. Nicely behind the line, holds his shape, and drives with a half stride to beat mid-off to the left"
"length on leg stump, flicked to deep square"
"short at off stump, swats it off the toe-end to deep midwicket"
"length on middle stump, leans in and check-drives past the non-striker. Not timed to perfection but enough on this to beat the chasing mid-on"
"short of a length on leg stump, dabbed to midwicket's right off the back foot"
"length on leg stump, flicked down to fine leg"
"length at off stump, taps to...well, extra midwicket. A fielder between midwicket and mid-on. He takes off for the run. It's his call. Williamson sends him back and he is visibly annoyed by it"
"short of a length outside off, chopped to point"
"length on off stump, dropped to cover's left with soft hands"
"length at leg stump, flicked into the midwicket region and once again, some hesitation as they run"
"length on leg stump, nudged to midwicket on the front foot"
"<b>gets in an awful position</b>  as he half plays, half leaves this short ball at his chest. Ball slams the bat and ends up at point"
"length on middle stump, defended towards mid-on"
"slower short ball at leg stump, pulled straight to deep square"
"short of a length in the corridor, gets on top of the bounce and slices to third man"
"short of a length outside off, steered to backward point"
"short of a length just outside off, can't beat backward point again for the single at third man"
"short of a length in the corridor, manages to run it down to third man off the back foot this time"
"short of a length in the corridor, defended into the off side"
"short and wide outside off, slapped straight to extra cover"
"short and wide outside off, sits up waist height and he slaps it to extra cover's right"
"full on middle stump, flicked to mid-on"
"makes room and punches it through the off side. Short of a length and angled into his body, but he skips into the leg side to make room and finds the point boundary"
"length on leg stump, flicked to deep square"
"length on leg stump, glanced to fine leg"
"slower short ball at middle stump, pulled to deep square"
short and down leg side. Pulled with the angle down to fine leg
"length on middle stump, whipped to mid-on off the back foot"
"length on off stump, defended into the off side"
"length on off stump, punched back at the bowler off the back foot"
"length on leg stump, flicked to deep square"
"length on middle stump, defended down the pitch"
"length on leg stump, allows it to run onto him and tickles it to fine leg"
"length ball, gentle turn in from outside off, goes back to punch this to mid-on"
"nicely looped up outside off, very full, driven to the man on the cover boundary"
"oooh, that's an outside edge, but falls short of short third man. Had a big flay at it, well wide of off"
allows it to come on to him this time and steers to short third man
goes back to punch to long-on
"flayed through cover powerfully, but there is protection in the deep"
"comes forward to this length ball outside off, doesn't quite get to the pitch and it hangs in the air for a tiny fraction longer than ideal, but no real danger of it popping up for a fielder"
"goes wider of the crease and angles it in, clipped off his pads, but to midwicket"
"fuller length outside off, big stride out and defends to mid-off"
"too full, driven from the crease, but not timed well enough and mid-on and run around, tumble and save it."
"nondescript ball on leg, turned away to square leg and just like that, Kane Williamson has <b>another ODI fifty</b>"
"<b>drilled straight back</b> and Taylor also gets to fifty. Very full on leg stump, short-arm push travels fast."
"full on middle stump, driven to long-on off the front foot"
"length on off stump, shoveled towards long-on off the front foot. Nurse gets a hand on it but can't stop the run that <b>brings up the 100 stand</b>"
"tossed up full and wide outside off, driven to sweeper cover"
"full, flat, outside off. Driven to sweeper cover"
"length outside off, opens the face and runs it to short third's left"
"length on leg stump, looks to flick and is beaten. It deflects off Hope and runs past short fine"
"short of a length on leg stump, flicked to fine leg"
offcutter at a length on leg stump. Flicked to fine leg
"short ball slanted across the corridor, ducks out of the way to let it go"
"slower short ball wide outside off, cared to third man's right. Brathwaite with a dive to his right to keep that to two"
"length on leg stump, flicked to mid-on off the front foot"
"full on middle stump, jammed into the pitch with the drive. Cottrell reaches up one-handed to field this"
"length at off stump, gets forward and pokes it back down the pitch"
"short of a length just outside off, backs away to cut and is beaten"
"length at middle, pushed to the bowler"
"short of a length on leg stump, expertly clipped to deep square's left off the back foot"
"length on middle, flicked to long-on off the front foot"
"short of a length on leg stump, flicked to deep square"
"length on leg stump, flicked to deep midwicket"
"short of a length just outside off, cut to third man's right"
"<b>wow.</b> What a time to be alive. Overpitched on middle stump and he offers the full face, using the angle into him to get it between stumps and Taylor. Steady head, high elbow. Gorgeous"
"length on leg stump, flicked to midwicket"
"full on middle stump, drills this back towards the bowler who gets a hand on it"
"full outside off, driven to sweeper cover off the front foot"
"full on off stump, leans in and chips this over the bowler. Long-on cleans up to his left"
"full on leg stump, driven to long-on"
"length on leg stump, flicked to short fine"
"full outside off, makes some room to place this drive to sweeper's right"
"length on middle stump, tapped to midwicket off the back foot"
"length at middle, punched to long-on off the back foot"
"<b>wide of mid-off</b> and into the boundary. Length outside off, extends his arms and check-punches on the rise. Looked like that stopped on him, but safe enough in the end"
"length in the corridor, runs it down to third man off the front foot"
"overpitched outside off, square drive finds point who fumbles"
"length on middle stump, flicked to deep square's left"
"length on leg stump, flicked to deep square's left. Once again, via a Cottrell misfield at midwicket"
"length on off stump, defended off the back foot"
"full on leg stump, flicked to deep midwicket's right"
"length at leg stump, flicked to deep square"
"length on leg stump, flicked to midwicket's right off the back foot"
"full on off stump, opens the face and pushes to point's right"
"full and wide outside off, looks to slice through backward point, can't beat Cottrell's dive to the right"
"full on middle, driven to long-on"
"length just outside off, opens the face, runs it to third man"
"length on leg stump, can't get bat on the attempted flick. Cops it on the pad"
"length on middle stump, pushed to mid-on off the back foot"
"short of a length on leg stump, looks to pull, gets it off the under-edge to deep square"
"short outside off, mistimed pull to midwicket"
"length on off stump, defended into the leg side"
"starts off with one that is a bit too short, and the batsman moves back to flick to deep square"
"good length but drifting on the pads, flicked to square leg"
"given some air, but drifts on leg, and picked off his pads. Can't beat short fine leg though, so only a single"
"length ball on off, gentle turn, he comes forward and pushes this to the on-side. Mid-on tumbles but mis-fields"
"drifting again, picked off to short fine leg"
"tossed up and dipping nicely on him, clipped to mid-on"
"length ball on the stumps, tries to pull it but goes over the ball, it rolls off his thigh pad"
"was standing well outside leg stump, but Brathwaite followed him, called his bluff. Taylor unable to get room to free his arms, and doesn't connect, rolls off his pads"
"standing way outside leg again, and he follows him again. Taylor can only nurdle it to short fine leg"
"magic shot! looked like a gentle punch, no real force on it, but it travels all the way to the cover fence. Just like that, Kane Williamson is past 90"
flicked off the pads to deep square leg
"fuller on off, flick-driven to long-on"
fires it down legside that time for a wide
"fuller on off, driven to extra cover"
"down the track but cleverly done by Gayle, fires it in and converts it to a yorker, which Taylor can only clip to mid-on"
"<b>Gayle's got a wicket!</b> New Zealand wanted to up the rate, Taylor has been getting bogged down in the past few overs, comes down the track to try and loft it over long-off, but can't middle it and Jason Holder at mid-off holds the catch above his head. Gayle punches the air in delight and then comically holds his shoulder and winces in pain. Entertainment unlimited"
patted to long-on
"<b>ooh near miss</b> backing away to cut and doesn't connect, it just goes past off stump!"
"fuller on the pads, tucked to deep square"
"fuller outside off, given room, creamed though the offside"
back foot punch to sweeper cover
"length ball outside off, chopped to point"
"back of a length outside off, punched to cover's left. Who's at cover? Gayle's at cover."
"back of a length, angling across him, pats it down towards cover"
"back of a length, flirting with that off stump line again, patted down"
"fuller on off, defended"
"length ball nipping in from off, tucked to deep square leg"
"nicely driven through cover, too full and in the slot angling away from him, punchy drive"
"stays on 99. Clips this short of a lenth ball towards short midwicket, thinks of a run, is loudly sent back by Latham. There was no run there"
"length ball coming into him, tucked to square leg, straight to the fielder"
"good bowling, bouncer outside off to finish, and Kane lets it go. He'll have to spend some more time on 99"
"length ball nipping across him, pushes it past the bowler and they take a quick single"
"in the slot to drive and he strokes it fairly well, but Nurse at short cover dives to his left and stops the ball"
"<b>and he's got there</b>. With a boundary, pulled to fine leg. First century against West Indies. Back to back hundreds in the World Cup. Whaddaplayya! Was a filthy ball, short and down legside, and Williamson said thank you very much"
"length ball outside off, steered to point"
"on the pads, flicked to deep square leg"
"back of a length on leg stump, flicked off his pads to fine leg"
"length ball on off, goes back and punches to long on"
"flatter outside off, well bowled, not much room to cut. Ends up steering towards point"
"flatter and shorter, waits for it and punches past cover"
"down the track, and picks it up off his pads to flick to deep midwicket"
"tossed up, ends up as a full toss but he mis-times the drive straight back to the bowler"
strays down leg and is clipped to deep square leg
"<b>super shot</b>. moves inside the line, and pulls this to fine leg. Saw that fine leg was up, and moved into position to hoick it over the man. Holder's shorter length made it easier"
"<b>lovely, so lovely</b>. Holder sent fine leg back and bowled fuller, but Williamson just unfurls one of those dreamy cover drives of his, placing the ball like a surgeon between extra cover and mid-off"
"length ball outside off, squirted to third man off a thick outside edge"
"back of a length on leg stump, moves inside the line to flick it off his pads to fine leg"
"back of a length outside off, bounces a tad lower than expected perhaps, and he punches to cover's left"
"short ball on leg stump, paddled down to fine leg"
"goes for the reverse sweep, but doesn't connect. length bal loutside off"
"fuller on the stumps, clipped to long-on"
"filthy ball but Kane can't capitalise. Very short and down leg, tried to swipe it too hard perhaps, and just got some glove on it, bounced down and to the keeper"
"better one, fuller, almost yorker length, guided towards point with a horizontal bat"
"down the track and goes inside out, but doesn't really time it. Bounces down to sweeper cover"
"<b>outside edge goes for four</b>. Too close to cut, decent ball actually. Williamson went hard at it, got a top edge from high on the bat and it goes fine where no fielder is there"
"drags it down short, swats it away but not timed well and it trickles to deep square leg"
"lovely shot, but there is protection in the deep. Gave himself room, got on top of the bounce and square drove it"
"full on the pads, flicked to deep square leg"
"low full toss outside off, he gets down low and drives powerfully but mid-off fields to his left"
"<b>top edge gobbled by Cottrell</b>. Out comes the march and salute. Not short enough to pull, but Latham is under pressure to go big and swipes across the line. Gets a top edge that loops straight back to the bowler. Third wicket for Cottrell"
"good length on the stumps, patted back to the bowler"
"fires it in to him, cramps him for room, pushed back to the bowler"
"fuller length, comes on the front foot to clip to mid-on"
"fuller, driven to long-on"
"and he just keeps pulling these shots out. Waits in his crease, goes deep and cuts this ball to the point boundary. Easy as you like it"
"fuller around off, comes forward and clips it to long-on"
"drifts on the pads, clipped to deep midwicket"
"short outside off, has a slash at it but doesn't time it, trickles off the toe end to cover"
"<b>Neesham could be run out here</b> Direct hit from mid-off, he was a bit lazy to take off after tapping it there, but he's made it in the end."
"<b>through him</b> and West Indies are considering a review for caught behind. No wait, they are not. The umpires are going upstairs I think. Yes they are. Soft signal is out. Lovely ball, on leg stump and cutting in. Williamson was moving away, giving himself room, gets cramped and the ball goes between his bat and body, takes a feather. Hope dives to his left to take the ball. <b>But replays show he grounded it while diving</b>. Kane survives"
"and he celebrates by crashing this length ball square. Gave himself room, had the length and width to play that shot, sent it screaming to the fence"
"moves inside the line to pull but doesn't connect. Ball goes over leg stump, or very close to it, so not a wide"
"<b>slower ball picked up for six</b>. Tried for a leg stump yorker, floating it up, Williamson read it, moved across and slog swept it over deep square leg. He's moving rapidly now"
"length ball on leg stump, Neesham does the right thing in working it round the corner and turning the strike over to Williamson"
"flatter, stump to stump, flat batted to long-on"
"fuller on leg, picked off his toes to long-on"
"tossed up, ends up as a low full toss, uses his wrists to flick this to deep midwicket and pick up a couple"
"<b>slog swept do deep midwicket</b> to equal his highest ODI score of 145. In the slot, full enough to pull that off, and he nails it"
fuller outside off and he gets to his <b>highest ODI score</b> with a wristy drive to long-off
"overpitched outside off, driven forcefully, but Cottrell at mid-off dives to his left and pulls off another brilliant bit of fielding"
"well bowled. Saw Kane giving himself room, a bit too much, and kept it wide of off. Kane couldn't reach the ball"
"slower ball, on a length outside off, he waits for it and flashes it through cover. Had to manufacture the pace himself"
"<b>brilliant effort by Hetmyer on the deep square leg boundary</b>. But unfortunately, it's still a six. Half volley on the pads, and Neesham picked that up beautifully. Seemed headed for six, but Hetmyer came leaping while running to his left and tried to push the ball back into play. Unfortunately touched the boundary triangle too"
"full outside off and absolutely leathered through extra cover, bu there is protection in the deep"
"slower bouncer, Neesham waits for it and pulls it to deep square"
"that's a stunning looking straight drive back over the bowler's head, but long-on is very straight so they get only a single"
moves across and wanted to send this ball downtown but connects only with air. That went fairly close to off stump too
"<b>caught by Hope running back</b>. Fourth wicket for Cottrell and Williamson's magnificent innings is over. Went across to try and heave it over deep square leg, but got a top edge that went really <i>really</i> high, swirling over Hope's head. He did well to run back and settle under it."
"back of a length, pulls to deep midwicket"
"length ball outside off, nicely steered to third man"
"nicely bowled, short ball outside off, gets good carry and Neesham is left feeling for the ball, doesn't connect"
"clobbered to deep extra cover. In the slot, full outside off and CdG is in form, so goes after it. There is a man back there though"
"wanted to go for the wide yorker, but it's too wide, outside the tramlines"
"manages to get this full and wide, but CdG was even better! Carves this over deep backward point - to his left in fact and into the vacant third man fence"
"slower ball, length outside off, still keeping it well wide of off, he waits for it and cuts"
"goes for the yorker on the fifth stump that time, and catches the batsman by surprise. He adjusts and gets his bat along the ground to steer to short third man"
"pulled with power, but there is a man at deep square. This was dug into the pitch outside off"
"<b>bursts through Hetmyer's hands at deep cover</b> That was hit with some power. Would have been amazing if he had caught it. Wide outside off again and he literally threw the kitchen sink at it, leathering it over cover. Hetmyer leaps up at the boundary and gets hands to it, but those either just stick or don't. This one didn't"
"<b>Sheldon Cottrell you legend!</b> he's run CdG out at the non-striker's end. Length ball on the pads, Neesham tried to work it away but couldn't connect. Took a few steps down, CdG was more than halfway down by then. Cottrell ran forward, picked up the ball and threw down the stumps. It'll go as a run-out, but he's got a fifer in my book"
"short ball outside off, Neesham fetches the pull from there and gets it in the gap at deep midwicket for a couple"
"back of a length and into his body, he can only nudge it to third man from the crease"
"digs this in short but its going down leg. Santner was moving across so Cottrell thinks that's a harsh call, but I suspect it would have just about been wide anyway"
"yorker length on the stumps, digs this out to long-on"
full toss and Neesham heaves across the line to deep square leg. Didn't time it well so there is enough time for deep midwicket to sprint and cut of the boundary
"<b>clobbered</b>. Short ball outside off, he fetches the pull and nails it in the gap at deep midwicket"
"well bowled, yorker on off stump, clipped to long-on while almost falling over"
keeps it wide of off stump and he mis-times his drive to mid-off
length ball on off that time and he's swung across the line to deep square leg
"<b>nailed</b>. slog-sweeping slot, and he lifts this over deep square leg"
"length ball wide outside off, Santner tries to go over long-off, but he's taken the pace off, so it swirls off the toe-end. Cottrell - who else - is at mid-off, and he runs back to take a good tumbling catch. Can't keep him out of the action"
"<b>and the innings ends with another catch for Cottrell</b>. Another slower ball, wide of off stump, Neesham throws his bat at it, doesn't get hold of it. Simple catch for Cottrell at mid-off."
"full outswinger on off stump, poked back to the bowler"
short ball. Gayle drops the bat and cops this on the shoulder. Deflects through to the keeper
full outswinger from leg stump. Nearly squares him up but he manages to get this to mid-on
length and swung away outside off. Hangs the bat inside the line and lets it go
"length outside off, blocked on the front foot"
"short of a length on off, defended solidly on the back foot"
"short of a length just outside off, gets behind the line and opens the face for a single at third man"
length ball pushed across off stump. Left alone
full and very wide outside off. Left alone
"full and wide outside off, left alone"
"short and wide outside off, pushes away from the body, drops it into the off side"
"length outside off, hangs the bat out and gets a thick edge down to third man"
"length on middle stump, defended to point off the outside half"
"length and angled in at middle stump, drops it in front of mid-on with soft hands"
"short and wide outside off, looks to cut, under-edges into the point region"
"<b>dragged it on!</b> Boult pushes one across, very wide outside off. Hope throws his hands at it for the drive. It's not a menacing ball - going straight across - but it's a tad far. And there's no real way he can be close to it for the drive. Inside edge and into the stumps"
"length on off stump, defended into the off side"
"length on leg stump, flicked to midwicket with a stride across"
bouncer at a leg stump line. Ducks and lets it go
"length in the corridor, defended into the point region"
"length on leg stump, stays rooted to the crease and tickles this fine"
"short and climbing across the corridor, left alone"
"short and wide outside off, slapped firmly, but straight to cover"
length and just outside off. Stabbed past the non-striker
"full on leg stump, watchfully turned to fine leg's right off the toe-end"
"length on middle stump, solidly defended on the back foot"
"short and wide outside off, slashes and gets a thick edge down to third man"
"short of a length outswinger, lazily pokes at it, beaten"
"length and curving away in the corridor. Pushes with hard hands, thick edge to third man"
length and swung away from off stump. Closes the face and taps this to mid-on
"bouncer at middle stump, ducks and to let it go"
"short at the ribs, gets on top of it and whips this to the long leg boundary. Closed his eyes on it, but perfect connection"
<b>pumped over wide long-on!</b> Full and just outside off. Hangs on the back foot and merely lifts the bat from underneath it. Goes a long way for what looks a chip at best
"<b>stunning take</b> from Latham. Length ball pushed across off stump, swings and misses. This keeps moving away, towards first slip. Latham dives one-handed to hold it"
"short and just outside off, mistimed pull to mid-on"
slower short ball climbing up at middle stump. Looks to pull and cops this on his body. Was through that before it arrived
short of a length at off stump. Looks to cut. Under-edges into the off side
"length on leg stump, flicked straight to midwicket"
<b>taken by Latham!</b> Superb bouncer from Boult catches Pooran completely out of position for the pull. It's short and rising steeply in the corridor. He leaps and looks to hook. The top-edge is right above the keeper
"length at middle stump, tapped to midwicket"
"<b>sweet!</b> Full on middle stump and he leans in at this without letting his head fall over. And then, wonderful wrists to flick this past midwicket. Sprints to the boundary"
"length on leg stump, flicked to fine leg's right"
"short of a length in the corridor, defended off the back foot"
"<b>dropped by Boult, who generally holds onto impossible catches!</b> What an effort. Short ball cramps him on the full. He ends up slicing it. Boult runs backward from short fine and dives backwards as well. But can only parry it into the boundary"
<b>no catching this.</b> Short again but more room this time. Outside off. Spanked over long-on
"<b>top edge</b> over the long leg boundary! Short again, cramped again, no control again on the pull. But it's runs yet again. Henry has paid twice now for bowling short without fine leg back"
"short at off stump, under-edged pull to midwicket"
"bouncer, very short and wide outside off. Left alone"
"short of a length at off stump, opens the face and drops it in front of short third"
"length on off stump, blocked on the front foot"
<b>a work of genius.</b> A near-Natmeg inadvertently from Gayle. Boult nails the yorker at leg stump and Gayle jams down at it with his back leg raise. Inside edge runs fine
"length on leg stump, flicked to midwicket"
"full outside off, tapped to extra cover off the front foot"
"short of a length at off stump, opens the face to run this to backward point's right"
"length in the corridor, defended into the gully region"
"length outside off, driven on the up to mid-off's right"
"length on middle stump, punched on the up to the bowler"
"length on off stump, defended to point off the back foot"
"full on middle stump, driven past the non-striker"
"short at off stump, nicely behind the line and swiped with vigour to the midwicket boundary"
"<b>miscued pull</b> but safely over mid-on. Short at off, stuck on the front foot as he looks to pull and it hits the high part of the bat and clears the fielder"
"full on leg stump, allows it to come on and closes the face late to get this past short fine"
"length on off stump, defended on the front foot"
"<b>beats deep square.</b> Short of a length in the corridor, stays leg side of this and pulls cleanly to that fielder's right"
"length on off stump, defended on the front foot"
"short of a length on off, defended off the back foot"
"<b>beats the fielder again!</b> Short of a length and he climbs into it. This time a touch under the ball and on the front foot, but a clean swing nonetheless to find the midwicket boundary"
<b>superb.</b> What a talent this guy. Length outside off and he gets his weight on the front foot to slap through the line and beat deep cover's dive to the left
<b>beats the edge.</b> Short and slanted across off stump. Looks to poke at it. Ball fizzes by before he knows it
"length on middle stump, dropped in front of extra cover with soft hands"
short and at the helmet. Barely stays on his feet as he hooks this down to fine leg
"yorker down leg side, can't get bat on the flick"
"short of a length on leg stump, nudged into the leg side"
"short of a length on off stump, defended to point"
length and wide outside off. Swipes under it and is beaten
"full and wide outside off, left alone"
"short outside off, sliced to third man"
"lovely stop by Guptill. Short and just outside off, cut hard but the right hand sticks out and stops this"
"length on off stump, pushed through cover off the back foot"
"length outside off, pokes to extra cover's left on the up"
"short and wide outside off, looks to spank it on the up. Too much bounce. Ends up at mid-on off the inside edge"
"mean bouncer, but sufficiently leg side of Gayle for him to let it go"
short and climbing across the corridor at 146kph. Drops the bat to let it go
"length on leg stump, flicked to square leg off the inside half"
"short at middle stump, dropped into the covers with soft hands"
"<b>flat-bats a short ball over his partner!</b> Incredible. This is at chest height outside off and he's managed to get it to the straight boundary. What hands. To the fastest bowler today, no less."
"full on leg stump, flicked to deep midwicket"
"short of a outside off, left alone"
"short and just outside off, pulled uppishly out to deep midwicket"
"short in the corridor, left alone"
short of a length and nipping back in towards off stump. Beats the inside edge as he shapes to cut
"clears point. Short and wide at 131kph. Neesham offers everything he possibly could, and Gayle accepts. A neat little slice over point to <b>bring up his fifty</b>"
"short and wide outside off, left alone"
"full on leg stump, flicked to deep square"
"length at middle stump, defended on the front foot"
"yorker at middle stump, tapped back to the bowler"
"length on off stump, opens the face and runs to backward point with the angle"
"length on leg stump, flicked to deep square"
length on leg stump. flicked to deep square
"back of a length and very straight, defended from the crease, almost casually"
"<b>smack</b>. This guy is seriously talented. Too short, and he stays still, transfers weight back and pulls it mightily to deep midwicket"
"and another! Too short again and he pulls this from in front of his face to deep square leg. Just to show he can hit boundaries in front of, and behind, square"
"corrects the length to go fuller, and is pushed with soft hands to mid-off for a quick single"
"length ball angling across, Gayle is like a statue, watching it go past"
"back of a length angling across again, Gayle lazily cuts it to the man on the sweeper cover boundary"
"quicker on on the stumps, patted back with a horizontal bat"
"in his arc, and out of the park! Well not quite out of the park, but clears the boundary at deep midwicket. Fuller on the stumps and he swings it high and mighty"
"<b>oh what you have done Matt Henry!</b> dropped a sitter at deep square leg. Filthy ball, full toss on leg stump, Gayle swung it without a care in the world. Henry was right there. Ball pops in and out"
"length ball, pushed to mid-off"
"fuller outside off, defended"
"<b>two dropped chances in the same over!</b> what is happening? Gayle is unconcerned about the previous drop, swings for the fences again off a fuller ball on the stumps. Goes midwicket direction, and Munro is running in, gets both hands to it at chest height, but somehow can't hold on and the ball trickles over the fence. Tough chance, but he had got there"
"length ball outside off, pushed into the offside"
"another length ball, punched back firmly"
"lovely shot, extension of the arms to a fullish one outside off to cream this through cover. There is protection in the deep"
"fuller and well outside off, driven to cover"
